AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,Important,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
No,5,0,,09/16/2008,100,71659,unknown,2014-05-14T21:13:12.370,2008-11-14T21:17:18.543,marxidad,13744,0,1,20,c++,How to add WTL and ATL to visual studio c++ express 2008,10,,
Yes,5,0,,09/16/2008,100,71692,unknown,2014-01-30T07:32:08.027,2014-01-30T07:32:08.027,Chris,675311,11890,1,5,java,What's the best way to make a modular java web application,10,,
No,5,0,,09/16/2008,100,71694,unknown,2008-09-16T13:14:50.827,,Asif,0,11930,1,0,c#,Programatically handling the Vista Sidebar,10,,
Yes,5,0,,09/16/2008,100,71740,unknown,2009-06-11T14:48:45.363,,John Sheehan,0,11946,1,0,java,Java Applet crashes .NET Webbrowsercontrol,10,,
No,5,0,,09/16/2008,100,71755,unknown,2009-12-10T14:28:17.737,2008-09-16T13:17:08.560,moocha,0,0,1,0,java,Export ChartFX7 to SVG in Java,10,,
Yes,5,0,,09/16/2008,100,71817,unknown,2011-11-12T14:49:59.397,2011-11-12T14:49:59.397,DAC,11992,11992,1,2,python,Using the docstring from one method to automatically overwrite that of another method,10,,
No,15,0,,09/16/2008,100,71820,unknown,2012-07-03T14:41:28.977,2009-04-08T19:30:00.127,brian d foy,2600,0,1,3,c++,Determine the size of a pipe without calling read(),10,,
Yes,5,0,,09/16/2008,100,71838,unknown,2010-02-21T12:50:04.273,2010-02-21T12:50:04.273,jamesh,2351099,11948,1,3,c#,DataGridView.HitTestInfo equivalent in Infragistics.Win.UltraWinGrid.UltraGrid?,10,,
Yes,5,0,,09/16/2008,100,71842,unknown,2013-01-12T04:11:44.983,2008-09-16T14:41:14.257,Matt Sheppard,8118,8118,1,2,java,How can I detect from a Swing app that the PC is being shut-down?,10,,
Yes,5,0,,09/16/2008,100,71906,unknown,2011-10-12T13:53:21.953,2011-10-12T13:53:21.953,onnodb,40342,6618,1,3,java,Java Documentation,10,,
Yes,5,0,,09/16/2008,100,71932,unknown,2010-05-02T23:52:23.703,2010-05-02T23:52:23.703,Kevin Berridge,141172,93,1,7,c#,Programmatic binding in Silverlight,10,,
No,5,0,,09/16/2008,100,71959,unknown,2011-11-07T12:28:02.297,2011-11-07T12:28:02.297,Bill the Lizard,11343,0,1,0,c++,One file doesn't recognize other file's class in C++,10,,
No,15,0,,09/16/2008,100,71979,unknown,2014-07-18T17:14:54.083,2009-07-11T19:22:02.353,marxidad,95735,0,1,14,c++,Dataflow Programming - Patterns and Frameworks,10,,
No,5,0,,09/16/2008,100,71980,unknown,2013-03-29T15:48:34.070,,graham.reeds,0,0,1,4,c++,How do you efficiently copy BSTR to wchar_t[]?,10,,
Yes,5,0,,09/16/2008,100,72010,unknown,2012-10-28T05:48:19.353,2010-01-23T18:22:24.487,Tim Duffin,63550,12083,1,28,c++,C++ overload resolution,10,,
No,5,0,,09/16/2008,100,72048,unknown,2012-05-02T15:38:55.737,2008-09-16T16:10:00.157,ΤΖΩΤΖΙΟΥ,0,0,1,6,c#,.NET ActiveX Component in IE - How to Get Browser Reference,10,,
Yes,15,0,,09/16/2008,100,72121,unknown,2015-08-31T14:55:58.367,,Jim,0,383,1,22,c#,Finding the Variable Name passed to a Function in C#,10,,
Yes,5,0,2008-09-16T13:25:10.240,09/16/2008,100,72125,unknown,2008-11-20T15:19:02.553,2008-11-20T15:19:02.553,Rich B,3241,7952,1,9,c#,How do you pass an authenticaticated session between app domains,10,,
Yes,15,0,,09/16/2008,100,72128,unknown,2014-12-15T07:37:11.070,2014-12-15T07:37:11.070,Sam McAfee,922184,2796,1,3,c++,Fastest way to find if a 3D coordinate is already used,10,,
Yes,5,0,,09/16/2008,100,72176,unknown,2008-09-17T07:15:09.233,2008-09-16T14:31:26.417,JPLemme,12113,12113,1,2,c#,"Using C#, what is the most efficient method of converting a string containing binary data to an array of bytes",10,,
Yes,5,0,,09/16/2008,100,72198,unknown,2008-10-01T21:25:20.193,2008-09-16T13:42:26.970,ALassek,12058,12058,1,1,c#,Is there an easy way to create two columns in a popup text window?,10,,
No,5,0,,09/16/2008,100,72201,unknown,2013-04-30T20:36:02.003,2013-04-30T20:36:02.003,JasonBunting,168868,0,1,-2,java,How to compile a java application which uses Google webdriver from comand line without ant,10,,
Yes,5,0,,09/16/2008,100,72264,unknown,2012-05-23T09:38:22.620,,EvilTeach,0,12113,1,26,c#,How can a C++ windows dll be merged into a C# application exe?,10,,
Yes,15,0,,09/16/2008,100,72271,unknown,2015-12-22T22:59:39.477,2011-11-27T05:31:05.927,Vincent Robert,365102,0,1,131,c++,"""No newline at end of file"" compiler warning",50,,
Yes,5,0,,09/16/2008,100,72275,unknown,2016-02-08T16:44:33.213,2008-12-06T20:04:38.870,Grzegorz Gierlik,3389,3389,1,152,c#,When should the volatile keyword be used in C#?,10,,
No,5,0,,09/16/2008,100,72304,unknown,2008-09-16T19:52:16.240,2008-09-16T19:52:16.253,Ed,4893,4893,1,2,java,How do I set the HttpOnly flag on JSF/Richfaces,10,,
Yes,5,0,,09/16/2008,100,72360,unknown,2013-05-17T13:53:09.963,2008-09-16T13:55:31.743,Jeff Atwood,10833,10833,1,3,c#,"How to use the ""is"" operator in System.Type variables?",10,,
Yes,5,0,,09/16/2008,100,72381,unknown,2012-11-16T02:03:12.533,,Eric Z Beard,0,2443,1,6,java,Given a Date Object how do I determine the last day of its month?,10,,
Yes,5,0,,09/16/2008,100,72393,unknown,2009-02-26T12:02:17.540,2008-09-16T22:45:36.557,Hank Gay,4279,1384652,1,6,python,"Python and ""re""",10,,
Yes,5,0,,09/16/2008,100,72422,unknown,2008-10-20T13:39:52.380,2008-10-20T13:39:52.380,Mark Biek,342,9510,1,3,python,Python's unittest logic,10,,
Yes,5,0,,09/16/2008,100,72479,unknown,2012-05-03T15:25:18.567,2012-05-03T15:25:18.567,CodeSlave,728795,12178,1,3,java,equivalent vb code for a java code,10,,
Yes,5,0,,09/16/2008,100,72515,unknown,2008-09-16T15:56:57.273,2008-09-16T15:56:57.273,Nigel Campbell,2533,2533,1,2,c#,How do I change the type of control that is used in a .NET PropertyGrid,10,,
Yes,15,0,,09/16/2008,100,72552,unknown,2016-02-04T12:35:11.577,2012-07-23T13:33:26.270,erickson,13430,2167252,1,106,c++,Why does volatile exist?,10,,
Yes,5,0,,09/16/2008,100,72556,unknown,2008-11-19T09:14:53.087,2008-11-19T09:14:53.087,pix0r,1816,12333,1,1,c#,Hot to commit changes for a TreeView while editing a node (C#)?,10,,
Yes,15,0,,09/16/2008,100,72564,unknown,2015-06-05T17:53:56.273,2015-06-05T17:53:56.273,Keith,4248328,9021,1,5,php,Multiple return values to indicate success/failure.,10,,
Yes,5,0,,09/16/2008,100,72580,unknown,2008-12-22T13:50:49.877,2008-10-20T18:09:19.840,John Sheehan,8047,8047,1,6,c#,"Making a C#/Winform application cross-platform - should I use AIR, Mono, or something else?",10,,
Yes,5,0,,09/16/2008,100,72616,unknown,2015-10-19T18:57:43.530,2015-10-19T18:57:43.530,cdleary,4370109,12193,1,16,c++,Embed data in a C++ program,10,,
Yes,5,0,,09/16/2008,100,72626,unknown,2010-12-30T16:35:45.667,2010-12-30T16:35:45.667,Thomas Owens,63550,3397,1,4,c#,"""Could not find file"" when using Isolated Storage",10,,
No,5,0,,09/16/2008,100,72639,unknown,2015-09-06T01:44:35.073,2015-09-06T01:44:35.073,Lars Truijens,1505120,12231,1,1,php,What is the best way to process all versions of MS Excel spreadsheets with php on a non-Windows machine,10,,
Yes,5,0,,09/16/2008,100,72769,unknown,2014-12-22T22:42:20.523,2014-12-22T22:42:20.523,pkaeding,17034,2341,1,4,c#,Static libraries with managed code issue,10,,
Yes,5,0,,09/16/2008,100,72789,unknown,2009-12-13T19:40:29.810,2009-12-13T19:40:29.810,RoBorg,71131,12117,1,8,c++,Change app icon in Visual Studio 2005?,10,,
Yes,15,0,,09/16/2008,100,72831,unknown,2014-06-30T15:30:45.507,2012-09-14T17:59:56.403,Kyle,387076,9938,1,124,c#,How do I capitalize first letter of first name and last name in C#?,50,,
Yes,15,0,,09/16/2008,1000,72852,unknown,2016-02-11T12:01:50.573,2014-02-16T15:34:06.200,Joseph Sturtevant,1492145,3497,1,273,python,How to do relative imports in Python?,100,,
Yes,15,0,2008-09-16T14:27:47.470,09/16/2008,1000,72899,unknown,2015-01-22T17:21:17.473,2014-04-03T16:57:49.353,Matt Bishop,63550,12398,1,667,python,How do I sort a list of dictionaries by values of the dictionary in Python?,100,,
Yes,15,0,,09/16/2008,100,72911,unknown,2015-09-28T18:14:57.800,2012-08-09T03:26:28.783,Mark Biek,1288,4376,1,71,css,What's the best way to organize CSS rules?,10,,
Yes,5,0,,09/16/2008,100,72913,unknown,2008-09-16T14:40:14.210,2008-09-16T14:29:23.490,CarolinaJay65,1638,5056,1,1,c#,Is it possible to advance an enumerator and get its value in a lambda?,10,,
No,15,5,,09/16/2008,100,72931,unknown,2012-10-26T06:30:53.457,2012-08-09T03:26:12.200,Josh Matthews,1288,9631,1,32,c++,What's the best alternative to C++ for real-time graphics programming?,10,,
Yes,5,0,,09/16/2008,100,72945,unknown,2013-04-30T00:11:45.043,,Rich B,0,8507,1,9,python,How to create a triple-join table with Django,10,,
No,5,0,2008-09-16T14:35:18.670,09/16/2008,100,72996,unknown,2014-12-18T00:13:56.247,,Rich B,0,0,1,2,java,Join multiple XML files with xinclude tags into single file,10,,
Yes,5,0,,09/16/2008,100,73000,unknown,2008-09-19T07:54:53.380,2008-09-19T07:54:53.380,Rich B,7918,7918,1,2,java,Modal dialogs in IE gets hidden behind IE if user clicks on IE pane,10,,
Yes,5,0,,09/16/2008,100,73024,unknown,2013-12-31T14:20:01.687,2013-12-02T13:44:06.557,user2370523,2432317,7574,1,3,c#,What is this delegate call doing in this line of code (C#)?,10,,
No,5,0,,09/16/2008,100,73029,unknown,2008-09-22T11:30:48.087,2008-09-19T13:27:47.487,Rich B,11450,11450,1,1,java,Embedded Jetty serving static content with form authentication,10,,
Yes,5,0,,09/16/2008,100,73039,unknown,2014-04-23T07:54:36.430,2008-09-16T14:59:05.197,Rich B,12442,12442,1,0,c#,What's the best way to handle long running process in an ASP.Net application?,10,,
Yes,5,0,,09/16/2008,100,73051,unknown,2013-05-18T04:48:12.907,,Chris Fournier,0,12525,1,1,c#,How to retrieve error when launching sqlcmd from C#?,10,,
Yes,5,0,,09/16/2008,100,73086,unknown,2008-09-16T22:08:48.360,,Chris Jester-Young,0,12529,1,1,html,three column web design with variable sides,10,,
Yes,5,0,,09/16/2008,100,73095,unknown,2010-03-22T16:19:18.230,,Jim Anderson,0,12547,1,3,java,How to implement a simple auto-complete functionality?,10,,
No,5,0,,09/16/2008,100,73109,unknown,2014-04-08T18:42:24.067,,Mark Harrison,0,0,1,6,java,MySQL Data Truncation Error,10,,
Yes,5,0,,09/16/2008,100,73117,unknown,2015-12-17T11:44:19.913,2008-09-16T17:16:28.190,Jim Anderson,6128,6128,1,2,c++,Making a game in C++ using parallel processing,10,,
Yes,5,0,,09/16/2008,100,73123,unknown,2012-04-19T09:44:51.393,,Vaibhav,0,12513,1,2,php,Is it possible to use .htaccess to send six digit number URLs to a script but handle all other invalid URLs as 404s?,10,,
Yes,5,0,,09/16/2008,100,73128,unknown,2009-06-01T09:40:56.340,2009-06-01T09:40:56.340,kevin d,57159,1559,1,7,c#,FileSystemWatcher Dispose call hangs,10,,
Yes,15,0,,09/16/2008,100,73134,unknown,2015-12-22T22:57:22.863,2015-12-22T22:51:49.537,Keith,3552770,9236,1,10,c++,Will this C++ code cause a memory leak (casting array new),10,,
Yes,5,0,,09/16/2008,100,73168,unknown,2014-04-05T07:17:51.020,2008-09-16T14:58:06.290,Mark Biek,3274,3274,1,3,html,Saving HTML tables to a Database,10,,
Yes,5,0,,09/16/2008,100,73198,unknown,2008-10-06T05:58:07.060,,Keith,0,12260,1,1,c#,"When using Linq to SQL with stored procedures, must char(1) columns be returned as c# chars?",10,,
Yes,15,0,2008-09-16T14:55:05.500,09/16/2008,100,73227,unknown,2014-12-18T20:37:55.750,,Gaius,0,1538,1,34,c#,What is the difference between lambdas and delegates in the .NET Framework?,10,,
Yes,5,0,2008-09-16T14:55:10.290,09/16/2008,100,73230,unknown,2010-06-30T09:25:37.713,2008-09-19T14:37:58.770,Gaius,2598,0,1,3,html,"Firefox, saved passwords, and the change password dialogue",10,,
Yes,5,0,2008-09-16T14:57:38.087,09/16/2008,100,73261,unknown,2008-11-02T08:36:09.073,2008-11-02T01:54:01.507,modesty,3850,8151,1,1,c#,Best practice for passing parameters in Microsoft Visual Studio Tools for Office (VSTO) 3 (C#),10,,
No,5,0,,09/16/2008,100,73286,unknown,2011-10-08T22:15:50.867,2009-12-13T19:33:33.150,saint_groceon,71131,1265473,1,15,c++,Capturing cout in Visual Studio 2005 output window?,10,,
No,5,0,,09/16/2008,100,73288,unknown,2013-03-05T09:26:27.993,,user1645055,0,0,1,7,java,"Access USB with Java, in order to find thumbdrive manufacturer's serial#/unique-ID",10,,
Yes,5,0,,09/16/2008,100,73313,unknown,2008-10-08T22:01:56.783,2008-10-08T22:01:56.783,Gaius,15401,1625,1,4,c++,SQLGetData issues using C++ and SQL Native Client,10,,
No,15,0,,09/16/2008,100,73366,unknown,2015-12-11T09:42:54.413,2015-12-11T09:42:54.413,user1645055,4021938,7647,1,24,java,How do you read JavaDoc?,10,,
No,5,0,,09/16/2008,100,73380,unknown,2013-12-02T13:51:08.440,2013-12-02T13:51:08.440,Adam Mitz,2432317,12382,1,1,c#,How to gracefully deal with ViewState errors?,10,,
Yes,15,0,,09/16/2008,100,73385,unknown,2015-05-19T07:04:25.907,2009-08-19T09:16:30.207,Jeff Atwood,11410,12653,1,6,c#,asp.net Convert CSV string to string[],10,,
No,5,0,,09/16/2008,100,73439,unknown,2012-01-15T13:13:44.050,2012-01-15T13:13:44.050,Leon Bambrick,1060350,12218,1,1,python,Is there a python package to interface with MS Cluster?,10,,
Yes,5,0,,09/16/2008,100,73445,unknown,2010-09-22T04:59:13.290,,Jeff Atwood,0,5569,1,27,java,What are some good Java RDF libraries,10,,
Yes,5,0,,09/16/2008,100,73467,unknown,2014-06-08T02:55:06.953,,Gaius,0,6542,1,1,c#,What's the best way to tell if a method is a property from within Policy Injection?,10,,
Yes,5,0,,09/16/2008,100,73476,unknown,2010-01-23T06:53:29.713,,Mark Harrison,0,9254,1,2,java,How do I encode arbitrary data to XML using Java 1.4 and SAX?,10,,
Yes,5,0,,09/16/2008,100,73484,unknown,2014-08-26T06:06:31.027,,Jim Anderson,0,1613872,1,2,c#,How to 'bind' Text property of a label in markup,10,,
No,5,0,,09/16/2008,100,73519,unknown,2011-12-09T17:46:23.917,2011-12-09T17:46:23.917,kevin d,3043,11344,1,5,c++,Remove C++-STL/Boost debug symbols (... or do not create them),10,,
Yes,5,0,,09/16/2008,100,73580,unknown,2013-08-27T10:13:31.010,,ChanChan,0,2443,1,14,java,How do I send an SMTP Message from Java?,10,,
Yes,15,0,,09/16/2008,100,73629,unknown,2012-07-11T13:53:03.547,2008-09-18T12:10:37.533,Adam Mitz,730,730,1,7,c#,How can I Trim the leading comma in my string,10,,
Yes,5,0,,09/16/2008,100,73663,unknown,2015-10-16T11:14:30.363,2013-01-10T12:06:37.240,Mark Brady,385478,1384652,1,381,python,Terminating a Python script,100,,
Yes,5,0,,09/16/2008,100,73686,unknown,2015-12-22T12:28:34.850,2015-12-22T12:27:57.143,Chris Marasti-Georg,3552770,6922,1,4,c++,"cout prints ""-0"" instead of ""0""",10,,
Yes,5,0,,09/16/2008,100,73713,unknown,2015-11-26T20:47:13.543,2014-06-19T23:05:40.553,Michael Stum,477420,12767,1,53,c#,How do I check for nulls in an '==' operator overload without infinite recursion?,10,,
No,5,0,,09/16/2008,100,73736,unknown,2009-05-02T11:17:08.587,,Nigel Campbell,0,4926,1,14,java,Best server-side framework for heavy AJAX Java application,10,,
Yes,5,0,,09/16/2008,100,73775,unknown,2011-10-31T13:09:35.183,2011-10-31T13:09:35.183,Adam Bellaire,496830,0,1,1,c#,C# P/Invoke with Variants,10,,
Yes,5,0,,09/16/2008,100,73781,unknown,2015-09-19T21:38:31.163,2008-09-16T16:03:56.803,Adam Mitz,12779,12779,1,42,python,Sending mail via sendmail from python,10,,
Yes,5,0,,09/16/2008,100,73879,unknown,2015-02-24T16:29:03.797,2015-02-24T16:29:03.797,user1873471,3204551,8508,1,2,c#,Translate C++/CLI to C#,10,,
Yes,15,0,,09/16/2008,100,73881,unknown,2014-09-24T08:04:12.133,2008-10-06T11:39:55.653,eed3si9n,12828,12828,1,15,java,OSGi Testing,10,,
Yes,15,0,,09/16/2008,100,73883,unknown,2015-02-26T18:36:11.230,2013-07-13T10:06:51.307,Bernard,63550,12623,1,142,c#,String vs. StringBuilder,100,,
Yes,5,0,,09/16/2008,100,73885,unknown,2008-09-16T16:43:35.053,,Michał Piaskowski,0,2755,1,0,jquery,"In JQuery, using ajaxSend to preview the url built by $.post call",10,,
Yes,15,0,,09/16/2008,1000,73947,unknown,2014-05-13T22:17:15.497,2012-02-24T23:04:10.117,Gulzar,890523,11911,1,193,php,What is the best way to stop people hacking the PHP-based highscore table of a Flash game,10,,
No,5,0,,09/16/2008,100,73950,unknown,2014-03-03T04:54:28.433,,kurious,0,0,1,18,c#,Combine PDFs c#,10,,
Yes,15,0,,09/16/2008,100,73960,unknown,2015-12-17T11:47:49.990,2013-04-11T22:00:14.520,Ryan Fox,82118,747,1,89,html,Dropdownlist width in IE,50,,
Yes,5,0,,09/16/2008,100,74019,unknown,2015-07-14T03:42:05.317,,Jason Etheridge,0,1672,1,24,c#,Specifying filename for dynamic PDF in asp.net,10,,
No,5,0,,09/16/2008,100,74032,unknown,2013-10-23T10:58:02.233,2011-12-14T17:36:37.683,Jim Anderson,783175,5802,1,9,c#,What's the recommended best practice for using IEqualityComparer<T>?,10,,
Yes,5,0,,09/16/2008,100,74092,unknown,2008-09-16T18:34:03.040,2008-09-16T16:22:41.813,chills42,156,156,1,6,python,Is there a common way to check in Python if an object is any function type?,10,,
Yes,5,0,,09/16/2008,100,74100,unknown,2012-05-03T15:26:13.343,2012-05-03T15:26:13.343,dbr,728795,0,1,1,c#,Generate thumbnail with white border,10,,
Yes,5,0,,09/16/2008,100,74112,unknown,2008-11-18T20:11:32.247,2008-11-18T20:06:15.033,Stephen Hendry,445087,322538,1,1,c#,How do I embed Media Player in a C# MailMessage to play an Attachment,10,,
Yes,15,0,,09/16/2008,100,74148,unknown,2015-04-29T10:44:59.943,2012-11-14T15:05:30.257,Joel Spolsky,3362,3362,1,93,c#,How to convert numbers between hexadecimal and decimal in C#?,100,,
Yes,15,0,,09/16/2008,100,74171,unknown,2008-09-28T15:00:03.123,,Chris,0,12944,1,9,java,Java Compilation - Is there a way to tell the compiler to ignore parts of my code?,10,,
No,5,0,,09/16/2008,100,74224,unknown,2009-05-11T07:34:16.197,,Stu Thompson,0,0,1,1,c#,Is it possible to base GroupTemplate (.NET) on anything but a fixed record count?,10,,
Yes,5,0,,09/16/2008,100,74248,unknown,2010-11-23T08:23:23.920,,Ash,0,2041950,1,1,java,"In JSTL/JSP, given a java.util.Date, how do I find the next day?",10,,
Yes,15,0,,09/16/2008,100,74315,unknown,2016-01-19T09:51:32.950,2008-09-16T16:44:14.867,user1873471,12870,12870,1,10,java,What is the best way to handle photo uploads?,10,,
Yes,15,0,,09/16/2008,100,74326,unknown,2015-12-22T22:49:10.847,2015-12-22T22:48:28.793,Darren Kopp,3552770,13013,1,80,c++,How should I detect unnecessary #include files in a large C++ project?,10,,
Yes,5,0,,09/16/2008,100,74350,unknown,2008-09-17T10:05:47.670,,Adam Mitz,0,1169,1,0,c++,How to fix an MFC Painting Glitch?,10,,
No,5,0,,09/16/2008,100,74368,unknown,2008-09-17T08:04:12.970,,Jeff Atwood,0,0,1,1,html,Outlook 07 2 column flexible layout,10,,
Yes,5,0,,09/16/2008,100,74392,unknown,2012-12-20T14:51:04.263,,Robert Gamble,0,11858,1,2,java,"Is it possible to use Jackpot outside of netbeans, without netbeans projects?",10,,
Yes,5,0,,09/16/2008,100,74422,unknown,2009-01-05T14:10:23.267,2008-09-16T19:19:54.460,Michiel de Mare,13046,13046,1,0,c#,Game Loop and GDI over .NET CF,10,,
Yes,5,0,,09/16/2008,100,74430,unknown,2014-11-03T09:22:07.027,2013-04-03T18:19:22.087,user319824,183791,13050,1,8,python,Random in python 2.5 not working?,10,,
Yes,5,0,,09/16/2008,100,74451,unknown,2015-10-01T16:50:01.270,2008-09-17T07:04:20.600,Gulzar,6799,6799,1,9,c++,Getting actual file name (with proper casing) on Windows,10,,
Yes,5,0,,09/16/2008,100,74471,unknown,2008-09-21T18:17:27.023,,Chris Reath,0,8741,1,7,c#,Redundant Call to Object.ToString(),10,,
No,5,0,,09/16/2008,100,74479,unknown,2008-09-16T17:02:38.597,,Mark Harrison,0,224,1,1,c#,Scalable Moebius strip in WPF,10,,
Yes,5,0,,09/16/2008,100,74514,unknown,2012-08-02T18:20:39.473,,Gulzar,0,12851,1,6,c#,"What is the ""best"" canonical implementation of Equals() for reference types?",10,,
Yes,5,0,,09/16/2008,100,74570,unknown,2011-11-01T12:10:53.240,2011-11-01T12:10:53.240,Mark Harrison,496830,7709,1,-1,html,CSS : Bad Gray Line to the side of the Navigation Bar on http://perl-begin.org/,10,,
No,15,0,,09/16/2008,100,74612,unknown,2015-02-20T05:58:56.243,2011-02-09T15:50:59.347,ΤΖΩΤΖΙΟΥ,309308,475,1,10,html,How do I make an HTML table the same width as its containing div tag?,10,,
Yes,5,0,,09/16/2008,100,74616,unknown,2012-11-30T09:28:43.273,2008-09-16T17:33:19.473,Michiel de Mare,12934,12934,1,19,c#,How To Detect If Type is Another Generic Type,10,,
Yes,5,0,,09/16/2008,100,74620,unknown,2015-01-18T01:08:34.317,2015-01-18T01:08:34.317,Robert Höglund,1264804,10675,1,5,java,Date.getTime() not including time?,10,,
Yes,5,0,,09/16/2008,100,74641,unknown,2009-08-04T19:19:13.300,,Rich B,0,387361,1,2,java,Modify an xml files in a jar file with Java,10,,
No,15,0,,09/16/2008,100,74674,unknown,2015-10-27T14:12:28.573,,Unkwntech,0,13123,1,63,java,How to do I check CPU and Memory Usage in Java?,100,,
No,5,0,,09/16/2008,100,74693,unknown,2008-11-03T13:26:06.150,2008-11-03T13:26:06.167,Gaius,23855,13098,1,3,java,Is there a platform independent way (Java?) to read an audio CD's TOC?,10,,
Yes,5,0,,09/16/2008,100,74696,unknown,2008-09-16T18:18:32.033,,Vaibhav,0,1382,1,2,c++,"On Windows Mobile device, what is the best way to display an OK button instead of the X button?",10,,
No,5,0,,09/16/2008,100,74786,unknown,2008-09-16T22:47:54.943,,Chris Fournier,0,5410,1,0,html,Are there any projects for replacing HTML and the current javascript?,10,,
Yes,5,0,,09/16/2008,100,74818,unknown,2008-11-14T00:26:56.807,2008-10-22T13:48:45.310,Jeff Atwood,13121,13121,1,2,java,What causes a velocity Template.merge() failure? How does one avoid it?,10,,
Yes,5,0,,09/16/2008,100,74847,unknown,2016-01-19T10:16:38.740,2012-01-16T07:11:53.700,Prakash,0,5261,1,25,php,What is the recommended error_reporting() setting for development? What about E_STRICT?,10,,
Yes,5,0,,09/16/2008,100,74880,unknown,2013-12-02T13:51:35.630,2013-12-02T13:51:35.630,Matt Dawdy,2432317,10505,1,9,c#,Delegating a task in and getting notified when it completes (in C#),10,,
No,5,0,,09/16/2008,100,74960,unknown,2012-06-22T19:17:37.570,2008-09-16T18:12:33.717,rictic,13224,13224,1,6,java,How do I add a namespace reference to a SOAP response with Apache Axis2 and WSDL2Java,10,,
Yes,5,0,,09/16/2008,100,74986,unknown,2012-10-21T14:12:08.070,,user1873471,0,5777,1,20,c#,"XBAP Application, can these work in Google Chrome?",10,,
Yes,15,0,,09/16/2008,100,75014,unknown,2014-02-24T04:17:06.727,2014-02-24T04:17:06.727,Nigel Campbell,772385,3333,1,7,java,Detecting concurrent modifications?,10,,
No,5,0,,09/16/2008,100,75076,unknown,2013-07-12T20:05:53.007,2013-07-12T20:05:53.007,Michael Stum,63550,2422,1,16,c#,Obtain parameter values from a stack frame in .NET?,10,,
Yes,5,0,,09/16/2008,100,75123,unknown,2008-09-16T18:38:58.350,,Peter Hoffmann,0,3208,1,53,c#,Remove columns from DataTable in C#,100,,
Yes,5,0,,09/16/2008,100,75134,unknown,2014-11-18T05:22:32.913,,Scott Dorman,0,6967,1,14,jquery,"How to make jQuery effects run in sequence, not simultaneously?",10,,
Yes,5,0,,09/16/2008,100,75168,unknown,2008-09-19T02:06:53.420,2008-09-19T02:06:53.420,Jon Limjap,13,13209,1,0,java,Is there a working on-the-fly compilation in NetBeans 6.5 and how well is it doing?,10,,
No,15,0,,09/16/2008,1000,75175,unknown,2016-02-10T12:32:49.873,2012-04-06T11:29:12.890,Mark Biek,491243,5309,1,334,java,Create instance of generic type in Java?,100,,
Yes,5,0,,09/16/2008,100,75180,unknown,2015-08-09T04:28:36.017,2011-12-05T12:42:44.870,Jim Anderson,387076,9530,1,93,c++,How to display a dynamically allocated array in the Visual Studio debugger?,10,,
Yes,15,0,,09/16/2008,1000,75191,unknown,2015-12-07T15:09:56.063,2011-09-09T03:04:48.287,Jeff Atwood,365102,1785,1,282,c++,What is an unsigned char?,100,,
Yes,5,0,,09/16/2008,100,75213,unknown,2016-02-08T15:52:39.830,,Nigel Campbell,0,1785,1,33,c++,scope resolution operator without a scope,10,,
Yes,5,0,,09/16/2008,100,75218,unknown,2015-06-09T13:01:46.937,,user2509901,0,2443,1,24,java,How can I detect when an Exception's been thrown globally in Java?,10,,
No,5,0,,09/16/2008,100,75245,unknown,2008-09-16T19:47:47.873,,Ray,0,0,1,2,java,HQL querying columns in a set,10,,
Yes,5,0,,09/16/2008,100,75282,unknown,2015-09-13T18:43:55.593,2015-09-13T18:43:55.593,Keith,4111568,4491,1,6,c#,SelectedIndexChanged event handler getting old index,10,,
Yes,5,0,,09/16/2008,100,75379,unknown,2008-09-16T19:02:25.330,,eyelidlessness,0,3105,1,0,java,How to make embedded servlet engine instantiate servlets eagerly?,10,,
Yes,5,0,,09/16/2008,100,75385,unknown,2011-02-03T07:09:37.070,2008-09-16T19:04:29.350,Orion Edwards,1043,1043,1,3,c++,Make VS compiler catch signed/unsigned assignments?,10,,
Yes,15,0,,09/16/2008,100,75401,unknown,2016-02-14T07:31:53.663,2008-09-18T11:07:05.813,FryHard,1199,13332,1,127,c#,"Uses of ""using"" in C#",100,,
Yes,5,0,,09/16/2008,100,75432,unknown,2013-12-20T10:43:03.447,,Prakash,0,8761,1,3,c++,How can I prevent URLDownloadToFile from retrieving from the cache?,10,,
Yes,5,0,,09/16/2008,100,75440,unknown,2013-04-10T17:32:47.900,,Mark Biek,0,8453,1,21,python,How do I get the name of a python class as a string?,10,,
Yes,5,0,,09/16/2008,100,75479,unknown,2012-07-31T16:29:28.930,,Chris Fournier,0,4223,1,1,java,Eclipse RCP app fails to start,10,,
Yes,5,0,,09/16/2008,100,75489,unknown,2014-10-25T19:49:06.910,,Chris Jester-Young,0,9450,1,13,java,Formatting a long timestamp into a Date with JSTL,10,,
Yes,5,0,,09/16/2008,100,75525,unknown,2014-11-20T20:46:32.297,,user2189331,0,13211,1,2,php,Form library,10,,
No,15,5,2009-01-07T20:14:42.610,09/16/2008,1000,75538,unknown,2013-03-07T12:40:11.780,2009-09-09T23:44:49.740,Alex Miller,63550,2328,1,114,c++,Hidden Features of C++?,50,,
