AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
Yes,7,2,,09/16/2008,0,73686,2015-12-22T12:28:34.850,2015-12-22T12:27:57.143,roo,3552770,6922,1,4,c++,"cout prints ""-0"" instead of ""0""",746,,
Yes,7,0,,09/16/2008,5,73713,2015-11-26T20:47:13.543,2014-06-19T23:05:40.553,,477420,12767,1,53,c#,How do I check for nulls in an '==' operator overload without infinite recursion?,3797,,
No,9,0,,09/16/2008,7,73736,2009-05-02T11:17:08.587,,,0,4926,1,14,java,Best server-side framework for heavy AJAX Java application,7550,,
Yes,1,0,,09/16/2008,0,73775,2011-10-31T13:09:35.183,2011-10-31T13:09:35.183,,496830,0,1,1,c#,C# P/Invoke with Variants,969,,
Yes,7,0,,09/16/2008,12,73781,2015-09-19T21:38:31.163,2008-09-16T16:03:56.803,,12779,12779,1,42,python,Sending mail via sendmail from python,41102,,
Yes,5,0,,09/16/2008,0,73879,2015-02-24T16:29:03.797,2015-02-24T16:29:03.797,Matthew Scouten,3204551,8508,1,2,c#,Translate C++/CLI to C#,6441,,
Yes,11,0,,09/16/2008,5,73881,2014-09-24T08:04:12.133,2008-10-06T11:39:55.653,fluffels,12828,12828,1,15,java,OSGi Testing,9002,,
Yes,24,0,,09/16/2008,48,73883,2015-02-26T18:36:11.230,2013-07-13T10:06:51.307,Kuvo,63550,12623,1,142,c#,String vs. StringBuilder,131223,,
Yes,2,0,,09/16/2008,0,73885,2008-09-16T16:43:35.053,,,0,2755,1,0,jquery,"In JQuery, using ajaxSend to preview the url built by $.post call",2914,,
Yes,18,2,,09/16/2008,166,73947,2014-05-13T22:17:15.497,2012-02-24T23:04:10.117,,890523,11911,1,193,php,What is the best way to stop people hacking the PHP-based highscore table of a Flash game,25617,,
No,7,0,,09/16/2008,5,73950,2014-03-03T04:54:28.433,,,0,0,1,18,c#,Combine PDFs c#,21190,,
Yes,27,0,,09/16/2008,49,73960,2015-12-17T11:47:49.990,2013-04-11T22:00:14.520,NimsDotNet,82118,747,1,89,html,Dropdownlist width in IE,94535,,
Yes,5,0,,09/16/2008,2,74019,2015-07-14T03:42:05.317,,,0,1672,1,24,c#,Specifying filename for dynamic PDF in asp.net,18049,,
No,6,0,,09/16/2008,4,74032,2013-10-23T10:58:02.233,2011-12-14T17:36:37.683,Chris Canal,783175,5802,1,9,c#,What's the recommended best practice for using IEqualityComparer<T>?,9325,,
Yes,4,0,,09/16/2008,1,74092,2008-09-16T18:34:03.040,2008-09-16T16:22:41.813,Joe Shaw,156,156,1,6,python,Is there a common way to check in Python if an object is any function type?,2859,,
Yes,1,0,,09/16/2008,0,74100,2012-05-03T15:26:13.343,2012-05-03T15:26:13.343,,728795,0,1,1,c#,Generate thumbnail with white border,2968,,
Yes,4,0,,09/16/2008,0,74112,2008-11-18T20:11:32.247,2008-11-18T20:06:15.033,Jeff V,445087,322538,1,1,c#,How do I embed Media Player in a C# MailMessage to play an Attachment,1634,,
Yes,15,0,,09/16/2008,34,74148,2015-04-29T10:44:59.943,2012-11-14T15:05:30.257,,3362,3362,1,93,c#,How to convert numbers between hexadecimal and decimal in C#?,192753,,
Yes,14,0,,09/16/2008,3,74171,2008-09-28T15:00:03.123,,,0,12944,1,9,java,Java Compilation - Is there a way to tell the compiler to ignore parts of my code?,5203,,
No,1,0,,09/16/2008,0,74224,2009-05-11T07:34:16.197,,,0,0,1,1,c#,Is it possible to base GroupTemplate (.NET) on anything but a fixed record count?,778,,
Yes,5,0,,09/16/2008,2,74248,2010-11-23T08:23:23.920,,,0,2041950,1,1,java,"In JSTL/JSP, given a java.util.Date, how do I find the next day?",15166,,
Yes,20,1,,09/16/2008,11,74315,2016-01-19T09:51:32.950,2008-09-16T16:44:14.867,Oli,12870,12870,1,10,java,What is the best way to handle photo uploads?,2558,,
Yes,20,0,,09/16/2008,34,74326,2015-12-22T22:49:10.847,2015-12-22T22:48:28.793,,3552770,13013,1,80,c++,How should I detect unnecessary #include files in a large C++ project?,25421,,
Yes,3,0,,09/16/2008,0,74350,2008-09-17T10:05:47.670,,,0,1169,1,0,c++,How to fix an MFC Painting Glitch?,696,,
No,1,0,,09/16/2008,0,74368,2008-09-17T08:04:12.970,,,0,0,1,1,html,Outlook 07 2 column flexible layout,3237,,
Yes,2,1,,09/16/2008,1,74392,2012-12-20T14:51:04.263,,,0,11858,1,2,java,"Is it possible to use Jackpot outside of netbeans, without netbeans projects?",441,,
Yes,3,1,,09/16/2008,0,74422,2009-01-05T14:10:23.267,2008-09-16T19:19:54.460,Cronos,13046,13046,1,0,c#,Game Loop and GDI over .NET CF,2278,,
Yes,8,0,,09/16/2008,1,74430,2014-11-03T09:22:07.027,2013-04-03T18:19:22.087,,183791,13050,1,8,python,Random in python 2.5 not working?,3942,,
Yes,8,0,,09/16/2008,2,74451,2015-10-01T16:50:01.270,2008-09-17T07:04:20.600,NeARAZ,6799,6799,1,9,c++,Getting actual file name (with proper casing) on Windows,3689,,
Yes,4,0,,09/16/2008,2,74471,2008-09-21T18:17:27.023,,,0,8741,1,7,c#,Redundant Call to Object.ToString(),2326,,
No,1,0,,09/16/2008,0,74479,2008-09-16T17:02:38.597,,,0,224,1,1,c#,Scalable Moebius strip in WPF,481,,
Yes,5,0,,09/16/2008,2,74514,2012-08-02T18:20:39.473,,,0,12851,1,6,c#,"What is the ""best"" canonical implementation of Equals() for reference types?",989,,
Yes,7,3,,09/16/2008,0,74570,2011-11-01T12:10:53.240,2011-11-01T12:10:53.240,,496830,7709,1,-1,html,CSS : Bad Gray Line to the side of the Navigation Bar on http://perl-begin.org/,1006,,
No,13,0,,09/16/2008,0,74612,2015-02-20T05:58:56.243,2011-02-09T15:50:59.347,,309308,475,1,10,html,How do I make an HTML table the same width as its containing div tag?,41687,,
Yes,9,0,,09/16/2008,7,74616,2012-11-30T09:28:43.273,2008-09-16T17:33:19.473,,12934,12934,1,19,c#,How To Detect If Type is Another Generic Type,5990,,
Yes,9,2,,09/16/2008,1,74620,2015-01-18T01:08:34.317,2015-01-18T01:08:34.317,Hank Gay,1264804,10675,1,5,java,Date.getTime() not including time?,33079,,
Yes,3,0,,09/16/2008,0,74641,2009-08-04T19:19:13.300,,,0,387361,1,2,java,Modify an xml files in a jar file with Java,3864,,
No,15,2,,09/16/2008,23,74674,2015-10-27T14:12:28.573,,,0,13123,1,63,java,How to do I check CPU and Memory Usage in Java?,165979,,
No,2,0,,09/16/2008,0,74693,2008-11-03T13:26:06.150,2008-11-03T13:26:06.167,chills42,23855,13098,1,3,java,Is there a platform independent way (Java?) to read an audio CD's TOC?,904,,
Yes,3,1,,09/16/2008,1,74696,2008-09-16T18:18:32.033,,,0,1382,1,2,c++,"On Windows Mobile device, what is the best way to display an OK button instead of the X button?",420,,
No,5,0,,09/16/2008,0,74786,2008-09-16T22:47:54.943,,,0,5410,1,0,html,Are there any projects for replacing HTML and the current javascript?,503,,
Yes,5,0,,09/16/2008,0,74818,2008-11-14T00:26:56.807,2008-10-22T13:48:45.310,Lyudmil,13121,13121,1,2,java,What causes a velocity Template.merge() failure? How does one avoid it?,2459,,
Yes,8,0,,09/16/2008,4,74847,2016-01-19T10:16:38.740,2012-01-16T07:11:53.700,user212218,0,5261,1,25,php,What is the recommended error_reporting() setting for development? What about E_STRICT?,18010,,
Yes,8,0,,09/16/2008,1,74880,2013-12-02T13:51:35.630,2013-12-02T13:51:35.630,,2432317,10505,1,9,c#,Delegating a task in and getting notified when it completes (in C#),2040,,
No,2,0,,09/16/2008,1,74960,2012-06-22T19:17:37.570,2008-09-16T18:12:33.717,,13224,13224,1,6,java,How do I add a namespace reference to a SOAP response with Apache Axis2 and WSDL2Java,13922,,
Yes,4,0,,09/16/2008,8,74986,2012-10-21T14:12:08.070,,,0,5777,1,20,c#,"XBAP Application, can these work in Google Chrome?",19084,,
Yes,12,4,,09/16/2008,1,75014,2014-02-24T04:17:06.727,2014-02-24T04:17:06.727,Paul Tomblin,772385,3333,1,7,java,Detecting concurrent modifications?,4792,,
No,1,0,,09/16/2008,5,75076,2013-07-12T20:05:53.007,2013-07-12T20:05:53.007,Martin Clarke,63550,2422,1,16,c#,Obtain parameter values from a stack frame in .NET?,6229,,
Yes,4,1,,09/16/2008,4,75123,2008-09-16T18:38:58.350,,,0,3208,1,53,c#,Remove columns from DataTable in C#,126651,,
Yes,4,0,,09/16/2008,1,75134,2014-11-18T05:22:32.913,,,0,6967,1,14,jquery,"How to make jQuery effects run in sequence, not simultaneously?",27008,,
Yes,1,0,,09/16/2008,0,75168,2008-09-19T02:06:53.420,2008-09-19T02:06:53.420,Chris Jester-Young,13,13209,1,0,java,Is there a working on-the-fly compilation in NetBeans 6.5 and how well is it doing?,213,,
No,22,3,,09/16/2008,109,75175,2016-02-10T12:32:49.873,2012-04-06T11:29:12.890,David Citron,491243,5309,1,334,java,Create instance of generic type in Java?,230181,,
Yes,9,0,,09/16/2008,34,75180,2015-08-09T04:28:36.017,2011-12-05T12:42:44.870,,387076,9530,1,93,c++,How to display a dynamically allocated array in the Visual Studio debugger?,31276,,
Yes,15,0,,09/16/2008,104,75191,2015-12-07T15:09:56.063,2011-09-09T03:04:48.287,,365102,1785,1,282,c++,What is an unsigned char?,307661,,
Yes,6,0,,09/16/2008,4,75213,2016-02-08T15:52:39.830,,,0,1785,1,33,c++,scope resolution operator without a scope,4745,,
Yes,9,1,,09/16/2008,8,75218,2015-06-09T13:01:46.937,,,0,2443,1,24,java,How can I detect when an Exception's been thrown globally in Java?,6635,,
No,3,0,,09/16/2008,0,75245,2008-09-16T19:47:47.873,,,0,0,1,2,java,HQL querying columns in a set,4887,,
Yes,5,0,,09/16/2008,0,75282,2015-09-13T18:43:55.593,2015-09-13T18:43:55.593,,4111568,4491,1,6,c#,SelectedIndexChanged event handler getting old index,7179,,
Yes,2,0,,09/16/2008,1,75379,2008-09-16T19:02:25.330,,,0,3105,1,0,java,How to make embedded servlet engine instantiate servlets eagerly?,1926,,
Yes,3,1,,09/16/2008,0,75385,2011-02-03T07:09:37.070,2008-09-16T19:04:29.350,Andrew,1043,1043,1,3,c++,Make VS compiler catch signed/unsigned assignments?,1235,,
Yes,26,2,,09/16/2008,52,75401,2016-02-14T07:31:53.663,2008-09-18T11:07:05.813,Blair Conrad,1199,13332,1,127,c#,"Uses of ""using"" in C#",113222,,
Yes,4,0,,09/16/2008,2,75432,2013-12-20T10:43:03.447,,,0,8761,1,3,c++,How can I prevent URLDownloadToFile from retrieving from the cache?,3602,,
Yes,4,0,,09/16/2008,1,75440,2013-04-10T17:32:47.900,,,0,8453,1,21,python,How do I get the name of a python class as a string?,13514,,
Yes,3,0,,09/16/2008,0,75479,2012-07-31T16:29:28.930,,,0,4223,1,1,java,Eclipse RCP app fails to start,488,,
Yes,2,0,,09/16/2008,3,75489,2014-10-25T19:49:06.910,,,0,9450,1,13,java,Formatting a long timestamp into a Date with JSTL,23448,,
Yes,4,0,,09/16/2008,0,75525,2014-11-20T20:46:32.297,,,0,13211,1,2,php,Form library,789,,
No,64,7,2009-01-07T20:14:42.610,09/16/2008,444,75538,2013-03-07T12:40:11.780,2009-09-09T23:44:49.740,Will Harris,63550,2328,1,114,c++,Hidden Features of C++?,62554,,
Yes,1,0,,09/16/2008,0,75577,2011-11-01T12:13:39.230,2011-11-01T12:13:39.230,Clint,496830,13378,1,1,c#,Databinding ApplicationSettings to Custom Components,1230,,
Yes,3,0,,09/16/2008,1,75621,2008-09-17T09:02:07.463,,,0,8247,1,6,python,How to use form values from an unbound form,2956,,
No,6,4,,09/16/2008,2,75626,2014-12-10T21:16:56.620,2014-12-09T16:11:46.823,bmatthews68,1783163,13393,1,22,java,How can I pass an object to a JSP tag?,17591,,
Yes,6,0,,09/16/2008,2,75691,2009-03-01T15:21:46.397,,,0,13337,1,6,c#,how do i take picture from a digital camera attached to my computer throught USB cable using vb.net or asp.net or C#?,22255,,
Yes,2,0,,09/16/2008,4,75700,2015-06-17T09:05:29.297,2015-06-17T09:05:29.297,Jeremy Banks,2926103,13143,1,9,java,JPA Multiple Transaction Managers,13375,,
Yes,6,0,,09/16/2008,12,75701,2015-07-01T14:37:35.413,,,0,13313,1,22,c++,What happens to global variables declared in a DLL?,27286,,
Yes,9,1,,09/16/2008,26,75704,2016-01-14T21:56:43.170,2014-04-16T06:28:39.087,,2021046,8224,1,73,mysql,How do I check to see if a value is an integer in MySQL?,78135,,
No,4,0,,09/16/2008,4,75705,2012-09-08T19:45:21.357,,,0,10333,1,7,c#,How to read/write dBase III files using C#/.NET ODBC or OLE?,23720,,
No,2,0,,09/16/2008,1,75714,2008-10-14T14:59:17.933,2008-09-18T15:24:03.653,Johnson,0,0,1,2,c#,"PropertyGrid, DefaultValueAttribute, dynamic object, and enumerations",3157,,
Yes,10,0,,09/16/2008,2,75722,2012-11-05T16:06:37.290,2012-11-05T16:06:37.290,,645270,8701,1,20,c#,"Is there a better deterministic disposal pattern than nested ""using""s?",1841,,
Yes,7,0,,09/16/2008,1,75732,2008-09-17T09:02:12.737,,,0,12930,1,4,html,Not using widths & padding/margins on the same element?,702,,
Yes,5,2,,09/16/2008,5,75746,2015-05-21T10:44:41.273,2012-04-21T17:46:54.827,,445517,12975,1,37,c#,Conditional operator assignment with Nullable<value> types?,11540,,
Yes,9,0,,09/16/2008,5,75752,2013-05-01T12:23:52.797,2008-09-16T19:58:06.070,,13196,13196,1,25,mysql,What is the most straightforward way to pad empty dates in sql results (on either mysql or perl end)?,11993,,
Yes,2,0,,09/16/2008,0,75777,2013-10-22T15:13:07.073,2013-10-22T15:13:07.073,,1566990,12597,1,8,c#,What is the .NET Control.Margin property for?,12060,,
Yes,7,2,,09/16/2008,48,75785,2015-10-22T02:16:20.700,,,0,7301,1,51,c#,"How do you do AppBar docking (to screen edge, like WinAmp) in WPF?",20186,,
Yes,9,0,2008-09-16T19:05:48.660,09/16/2008,15,75798,2013-01-02T13:34:15.310,,,0,13436,1,16,python,Django -vs- Grails -vs-?,16452,,
No,3,0,,09/16/2008,0,75829,2012-05-01T23:35:14.080,2012-05-01T23:35:14.080,,151019,0,1,5,python,Best way to access table instances when using SQLAlchemy's declarative syntax,1955,,
Yes,2,0,,09/16/2008,0,75848,2009-12-29T13:18:27.913,2009-12-29T13:17:20.597,,63550,1459442,1,0,java,Using Spry inside Java Server Faces framework,344,,
No,9,0,,09/16/2008,2,75857,2008-12-20T01:49:47.823,2008-09-17T13:18:48.033,JBB,12332,12332,1,2,mysql,How can MyISAM tables be used more safely?,3032,,
Yes,7,1,,09/16/2008,8,75886,2009-11-18T03:31:12.597,,,0,2915,1,12,c#,C# driver development?,16718,,
Yes,4,0,,09/16/2008,1,75947,2009-08-11T09:18:25.340,2008-09-16T20:23:49.360,grapefrukt,914,4898,1,12,html,How can I make Internet Explorer not change the colors in my PNG images,2081,,
Yes,15,0,,09/16/2008,10,75976,2013-11-11T13:23:52.467,2013-07-18T13:08:22.203,Keng,730,730,1,21,c#,How and when to abandon the use of arrays in C#?,12646,,
Yes,4,1,,09/16/2008,4,75978,2013-08-13T20:02:55.330,,,0,2748,1,3,c#,Accessing App.config in a location different from the binary,7205,,
No,8,0,,09/16/2008,0,76042,2014-08-27T12:04:26.377,2009-06-02T13:59:14.480,,4249,8530,1,4,java,"Java 1.6 JDK tool, VisualVM",13050,,
Yes,3,0,,09/16/2008,7,76065,2015-12-16T07:23:46.540,2008-09-16T20:36:07.257,Tom,13519,13519,1,15,mysql,How do I pass a variable to a mysql script?,12348,,
Yes,3,0,,09/16/2008,0,76096,2009-02-25T15:08:06.197,,,0,64673,1,8,python,Undo with GTK TextView,2176,,
Yes,8,0,,09/16/2008,0,76206,2010-09-23T12:55:22.947,2008-09-24T16:03:42.843,Oli,12870,2915,1,0,c#,Quick C# prototype program with simple DB,1277,,
Yes,4,1,,09/16/2008,1,76214,2014-03-21T03:33:03.437,,,0,4110,1,2,java,Windows Mobile 6 J2SE-scale JVM implementation,6578,,
No,3,1,,09/16/2008,3,76217,2015-10-06T07:15:34.610,2014-06-10T15:27:05.797,,616443,13455,1,8,java,What (good) Java RADIUS server libraries are out there?,5768,,
Yes,18,0,,09/16/2008,7,76223,2015-12-15T11:34:54.557,,,0,7008,1,12,java,Get Last Friday of Month in Java,22608,,
Yes,5,0,,09/16/2008,7,76254,2012-03-24T22:06:07.557,,,0,5446,1,15,java,access to auto increment identity field after SQL insert in java,23463,,
No,4,0,,09/16/2008,1,76291,2012-08-08T05:40:23.167,2012-08-08T05:40:23.167,Rasmus Faber,5542,5542,1,8,java,Find minimal necessary java classpath,830,,
Yes,5,0,,09/16/2008,0,76300,2012-12-20T14:27:44.073,2008-09-16T20:25:22.243,magpulse,13581,13581,1,1,java,What's the best way to return variables from a syncExec?,970,,
Yes,14,4,,09/16/2008,24,76314,2013-10-19T02:20:22.193,2011-05-25T18:29:59.507,,122607,2312,1,60,java,How can I open Java .class files in a human-readable way?,208820,,
Yes,3,0,,09/16/2008,0,76324,2008-10-14T21:01:50.930,,,0,6244,1,2,php,Easy expanation of setting up Openssl on Windows,2290,,
Yes,8,0,,09/16/2008,7,76327,2016-01-13T20:56:51.623,2016-01-13T20:56:51.623,Outlaw Programmer,719662,13582,1,21,java,How can I prevent Java from creating hsperfdata files?,45597,,
Yes,3,0,,09/16/2008,1,76359,2015-06-27T00:41:12.583,2015-06-27T00:41:12.583,,632951,13320,1,4,php,Variable binding in PHP ADOdb,5798,,
Yes,13,2,,09/16/2008,13,76408,2014-10-13T12:45:22.127,2012-11-05T17:03:09.293,brian d foy,128421,11234,1,6,python,Which of these scripting languages is more appropriate for pen-testing?,4458,,
Yes,4,2,,09/16/2008,1,76455,2013-11-18T07:10:51.350,2011-04-13T14:30:57.203,Patrick McDonald,300930,300930,1,5,c#,How do you change the color of the border on a group box?,35249,,
No,11,2,,09/16/2008,73,76488,2015-04-07T09:09:54.580,2013-04-10T19:37:53.557,,558486,13594,1,234,mysql,Using MySQL with Entity Framework,120238,,
Yes,5,0,,09/16/2008,0,76549,2014-08-19T16:52:52.483,,,0,974,1,4,java,"How are Integer arrays stored internally, in the JVM?",3227,,
Yes,15,2,,09/16/2008,15,76564,2015-12-01T18:18:26.080,2013-04-16T14:04:39.880,,106224,7072,1,67,html,Is there an easy way to change the color of a bullet in a list?,101129,,
No,6,0,,09/16/2008,2,76591,2012-05-10T22:35:08.763,,,0,4893,1,9,java,persistence.xml not found during maven testing,13814,,
Yes,5,0,,09/16/2008,0,76601,2008-12-14T11:33:06.263,,,0,13666,1,1,html,Page can not be displayed,538,,
Yes,10,0,,09/16/2008,3,76624,2015-01-26T23:52:54.800,,,0,9236,1,14,c++,64 bit enum in C++?,15322,,
Yes,8,0,2008-09-16T20:28:49.147,09/16/2008,0,76629,2012-05-25T11:26:21.610,2008-09-16T20:38:09.157,David Segonds,13673,13673,1,6,c#,Mixing C# Code and umanaged C++ code on Windows with Visual Studio,4906,,
Yes,3,0,,09/16/2008,0,76680,2008-09-17T00:43:47.957,,,0,13636,1,0,mysql,"Fetch unread messages, by user",329,,
Yes,8,0,,09/16/2008,3,76689,2011-06-09T16:10:29.797,2008-09-16T20:54:31.067,VirtuosiMedia,13281,13281,1,3,php,Advice on building a distributed CMS?,1172,,
Yes,4,0,,09/16/2008,9,76712,2015-01-27T09:00:32.213,2008-09-19T00:15:30.397,Simon Young,4330,4330,1,18,mysql,What is the best way to handle sessions for a PHP site on multiple hosts?,6845,,
Yes,4,2,,09/16/2008,2,76762,2008-09-17T20:48:19.590,,,0,13594,1,2,mysql,Scaling cheaply: MySQL and MS SQL,1451,,
Yes,2,0,,09/16/2008,2,76781,2008-10-28T16:01:18.760,,,0,9938,1,4,c#,How do I TDD a custom membership provider and custom membership user?,3023,,
Yes,29,2,2008-09-19T16:41:12.153,09/16/2008,64,76796,2015-12-03T11:16:22.673,2015-12-03T11:16:22.673,,2504659,0,1,84,c++,General guidelines to avoid memory leaks in C++,80395,,
Yes,6,0,,09/16/2008,1,76854,2008-09-26T19:54:59.373,2008-09-26T19:54:59.390,Chris,2134,13419,1,6,html,"CSS ""frameworks"" that account for browser irregularities?",445,,
No,8,3,,09/16/2008,14,76882,2012-08-22T15:14:33.497,2012-08-22T15:14:33.497,,1146308,0,1,17,python,VBA: Resources for Python Programmer,5965,,
Yes,5,0,,09/16/2008,0,76963,2008-09-16T22:53:07.520,,,0,0,1,1,c#,Looking for a simple C# numeric edit control,6283,,
Yes,1,0,,09/16/2008,1,76964,2009-03-12T13:00:42.603,,,0,0,1,3,c#,Using Outlook API to get to a specific folder,7318,,
Yes,11,0,,09/16/2008,32,76993,2015-12-30T18:01:20.077,2015-12-30T18:01:20.077,,161052,12597,1,39,c#,How to double buffer .NET controls on a form?,37004,,
Yes,26,5,,09/16/2008,310,77005,2015-12-15T11:52:05.527,2015-12-15T11:52:05.527,Joel Coehoorn,2508150,13676,1,347,c++,How to generate a stacktrace when my gcc C++ app crashes,176166,,
Yes,5,0,,09/16/2008,0,77013,2008-09-16T21:06:17.230,2008-09-16T21:06:17.230,Jon Galloway,5,13790,1,2,c++,Which open-source C++ database GUI project should I help with?,1701,,
Yes,2,0,,09/16/2008,0,77082,2008-09-18T03:34:53.343,2008-09-18T03:34:53.343,Aaron,13732,13732,1,1,c#,Cleanest way to implement collapsable entries in a table generated via asp:Repeater?,501,,
Yes,11,0,,09/16/2008,12,77086,2015-11-10T09:47:19.203,2008-09-16T21:07:21.910,buyutec,31505,13778,1,23,python,"Which is faster, python webpages or php webpages?",37992,,
Yes,14,0,,09/16/2008,1,77126,2008-09-16T22:17:52.927,,,0,13846,1,1,c++,What are some good compilers to use when learning C++?,1291,,
Yes,5,0,,09/16/2008,4,77128,2008-09-20T23:09:51.323,2008-09-16T23:04:51.283,rcphq,9114,9114,1,5,php,PHP Deployment to windows/unix servers,2361,,
Yes,4,0,,09/16/2008,0,77198,2008-09-19T04:17:40.937,,,0,4787,1,3,python,"What does BlazeDS Livecycle Data Services do, that something like PyAMF or RubyAMF not do?",2359,,
Yes,15,0,,09/16/2008,8,77213,2015-01-30T02:51:53.057,2008-09-17T04:00:01.230,Don,2648,2648,1,21,java,eliminating duplicate Enum code,5809,,
Yes,3,0,,09/16/2008,0,77266,2015-11-05T21:39:16.773,,,0,1359466,1,3,c++,Can operator>> read an int hex AND decimal?,1532,,
Yes,3,0,,09/16/2008,0,77293,2015-01-16T12:17:41.647,,,0,9058,1,3,c++,What is an easy way to create a MessageBox with custom button text in Managed C++?,6608,,
Yes,4,0,,09/16/2008,5,77387,2013-05-18T04:51:10.423,2013-05-18T04:51:10.423,Kip,13979,13979,1,17,java,How to instantiate a Java array given an array type at runtime?,17198,,
No,2,0,,09/16/2008,0,77418,2010-01-29T19:24:01.393,2008-09-16T21:41:43.043,Rob Cooper,832,12386,1,1,java,Good Authentication and Authorisation Package in Java?,385,,
Yes,11,2,,09/16/2008,2,77436,2015-06-12T10:46:28.867,,,0,8621,1,10,java,Ant is not able to delete some files on windows,10704,,
No,11,2,,09/16/2008,0,77503,2009-06-13T02:20:57.673,2009-06-13T02:20:57.673,moocha,70157,8664,1,4,c#,C# Datatype for large sorted collection with position?,1946,,
No,6,3,,09/16/2008,3,77522,2015-09-27T07:35:55.377,2008-09-16T22:04:36.390,SCdF,1666,0,1,3,c++,Multithreaded Debugger,6418,,
No,2,1,,09/16/2008,0,77535,2011-01-17T15:29:57.590,2011-01-17T15:29:57.590,,21234,14046,1,1,c++,Need gcc/g++ working on SCO6,152,,
Yes,9,2,,09/16/2008,7,77552,2016-03-02T10:17:18.483,2015-09-21T09:03:49.857,,58635,5926,1,64,python,'id' is a bad variable name in Python,17731,,
Yes,4,0,,09/16/2008,0,77558,2012-01-22T21:47:49.820,2012-01-22T21:36:11.383,,880367,10333,1,0,php,How can I use the PHP File api to write raw bytes?,4766,,
Yes,5,0,,09/16/2008,3,77598,2008-10-23T11:09:34.443,,,0,0,1,5,java,Getting java and flash to talk to each other,2030,,
Yes,27,7,2008-09-16T21:57:43.817,09/16/2008,24,77632,2016-03-03T03:19:14.973,,,0,13578,1,49,c#,"What is cool about generics, why use them?",32876,,
Yes,12,1,2008-09-16T22:00:27.803,09/16/2008,9,77659,2016-01-27T17:33:55.817,2008-09-25T11:12:49.600,Matt Hamilton,615,13791,1,16,c#,Blocking dialogs in .NET WebBrowser control,26844,,
No,4,0,,09/16/2008,1,77683,2009-10-16T22:12:33.320,2008-09-17T15:46:14.950,Denis Bueno,14113,14113,1,4,c#,Is there a specification-based testing framework for C# .Net 2.0?,870,,
Yes,3,0,,09/16/2008,0,77686,2013-04-29T16:33:25.800,2013-04-29T16:33:25.800,,573032,1432,1,0,java,Java Applet - Partially Signed?,705,,
Yes,13,5,2008-09-16T22:04:40.070,09/16/2008,109,77718,2016-01-16T00:02:50.227,2012-06-10T06:42:28.620,SCdF,225647,0,1,246,java,Why doesn't Java offer operator overloading?,110588,,
Yes,2,0,,09/16/2008,3,77731,2014-01-25T17:28:21.607,,,0,13996,1,4,python,iBATIS for Python?,2199,,
No,4,0,,09/16/2008,3,77813,2011-12-30T09:10:54.313,,,0,1693,1,2,java,Way to read Windows EventLog with Java,3742,,
Yes,7,0,,09/16/2008,2,77817,2008-09-16T22:46:23.170,,,0,13986,1,2,c++,C++ runtime knowledge of classes,4983,,
Yes,15,1,2014-11-24T13:34:56.753,09/16/2008,3,77826,2016-01-28T13:40:06.860,2014-11-24T09:41:20.900,Adam Wright,11995,11995,1,20,php,PHP: $_SESSION - What are the pros and cons of storing temporarily used data in the $_SESSION variable,6944,,
Yes,10,3,,09/16/2008,17,77873,2015-10-07T12:12:00.913,2015-06-14T10:59:58.753,,161114,14166,1,34,php,Filling PDF Forms with PHP,41824,,
Yes,14,1,,09/16/2008,0,77891,2010-10-20T18:32:58.497,2008-09-16T23:19:53.603,Cheekysoft,1820,4246,1,6,html,What emails clients are being used out there?,1037,,
Yes,7,0,,09/16/2008,4,77936,2015-06-16T12:34:22.897,,,0,676,1,10,python,What's the best way to calculate a 3D (or n-D) centroid?,13818,,
No,5,0,,09/16/2008,2,77996,2011-07-13T00:34:51.207,2008-09-16T22:39:37.397,epatel,842,13790,1,8,c++,Custom events in C++?,5815,,
Yes,4,0,,09/16/2008,1,78004,2008-09-16T23:12:46.803,,,0,0,1,5,java,How should I start when developing a system based on modules or plugins?,494,,
Yes,2,0,,09/16/2008,0,78053,2014-04-08T21:09:02.723,2014-04-08T21:09:02.723,Martin,3486029,14238,1,1,c++,How to iterate over all the page breaks in an Excel 2003 worksheet via COM,2293,,
Yes,6,2,,09/16/2008,4,78108,2016-02-01T16:37:20.127,2016-02-01T16:37:20.127,,2016932,1994377,1,15,php,Is there a difference between apache module vs cgi (concerning security)?,16848,,
No,8,1,,09/16/2008,2,78141,2013-11-13T10:27:36.357,2008-09-16T23:41:36.140,philibertperusse,7984,7984,1,2,c#,Calling base.Dispose() automatically from derived classes,7411,,
Yes,2,0,,09/16/2008,0,78161,2008-09-17T03:52:08.223,2008-09-16T23:25:28.333,,165305,165305,1,1,c#,Assistance porting commctrl commands to C#,604,,
No,11,5,,09/16/2008,7,78184,2015-06-13T21:46:22.813,2012-11-22T13:58:36.700,Brian R. Bondy,667301,0,1,15,c++,How do I create RAW TCP/IP packets in C++?,25614,,
Yes,6,0,,09/16/2008,0,78233,2013-04-02T19:57:20.630,2008-09-16T23:17:04.000,Trevor,2916,2916,1,2,c#,"XML to Excel (2007) Ideas using Windows XP, and C#.Net",4537,,
