AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,_FavoriteCount,_Id,_Important,_LastActivityDate,_LastEditDate,_LastEditorDisplayName,_LastEditorUserId,_OwnerUserId,_PostTypeId,Score,Tags,_Title,ViewCount
Yes,13,0,,8/9/09,1000,25665,unknown,2015-03-19T01:08:49.413,2010-01-01T15:19:40.557,,222815,1448,1,17.22,python,Python module for converting PDF to text,100
Yes,7,0,,9/20/09,100,25730,unknown,2014-02-20T11:58:21.607,2009-08-10T08:05:48.533,,51425,2666,1,138.72,c++,What is the best free memory leak detector for a C/C++ program and its plug-in DLLs?,50
Yes,12,0,,9/20/09,100,25752,unknown,2014-07-20T05:26:00.643,2008-08-25T11:27:02.893,Jeff Atwood,1,31505,1,244.55,html,How do I put a space character before option text in a HTML select element?,10
Yes,14,0,2009-06-29T06:54:39.350,3/20/12,100,25765,unknown,2015-05-06T18:00:22.020,2010-12-21T10:26:03.277,Keith,63550,1448983,1,41.28,java,Java configuration framework,10
Yes,10,0,,3/23/12,100,25767,unknown,2016-01-15T15:26:29.040,2008-08-31T01:07:20.947,Mark Biek,305,115,1,129.6,mysql,Most efficient way to get data from the database to session,10
No,6,0,,7/19/10,100,25771,unknown,2013-02-09T16:28:52.700,2012-09-01T22:58:41.280,,1561378,0,1,176.25,c++,Output compile time stamp in Visual C++ executable?,10
No,4,10,,7/19/10,1000,25794,unknown,2015-12-12T23:54:46.363,2015-03-07T03:22:55.167,jhornnes,1400768,211,1,27.9,mysql,MySQL copy/duplicate database,100
Yes,13,0,,11/21/12,100,25803,unknown,2015-12-19T14:27:46.967,2008-08-25T09:14:12.197,Journeyman,2800,2800,1,1847.72,c#,How do I intercept a method call in C#?,50
Yes,4,0,,3/27/09,100,25807,unknown,2011-09-25T02:46:55.227,2008-08-25T09:21:10.293,jelovirt,2679,2679,1,299.25,python,Python super class reflection,10
No,6,0,,3/27/09,100,25902,unknown,2015-06-04T17:26:26.020,2015-06-04T17:26:26.020,,1541,1541,1,741.78,c++,What toolchains exist for Continuous Integration with C++?,10
Yes,2,0,,3/27/09,100,25982,unknown,2014-12-15T17:14:22.320,2014-12-15T17:14:22.320,,1429387,2373,1,91.68,c#,What's the simplest way to connect to a .NET remote server object,10
Yes,7,0,,5/14/10,100,26007,unknown,2013-07-06T07:04:06.533,2011-11-01T17:47:38.160,,496830,572,1,2328.66,php,Iterating over a complex Associative Array in PHP,10
Yes,8,0,,5/14/10,100,26020,unknown,2015-02-11T11:21:58.213,2008-08-26T12:06:29.577,rsg,2674,2674,1,1515.57,c#,What is the best way to connect and use a sqlite database from C#,10
Yes,13,0,,10/17/10,100,26025,unknown,2014-12-05T20:41:17.660,2008-09-14T15:14:32.930,,-1,2639,1,5327.04,python,Cleanest & Fastest server setup for Django,10
Yes,5,0,,8/24/10,100,26079,unknown,2016-03-04T18:11:36.587,2008-08-25T14:19:27.220,Mark Biek,305,305,1,1350.44,php,"In a PHP5 class, when does a private constructor get called?",10
Yes,6,0,,8/24/10,100,26098,unknown,2013-03-21T06:15:10.647,2008-08-25T14:56:32.123,Adam Haile,194,194,1,919.08,c++,Overloaded functions in C++ DLL def file,10
Yes,8,0,,8/10/11,100,26113,unknown,2014-04-02T23:22:02.773,2014-04-02T23:22:02.773,,193717,2702,1,1495.11,css,What is your best tool or techniques for getting the same display on IE6/7 and Firefox?,10
Yes,10,0,,9/24/09,100,26147,unknown,2016-02-13T11:08:15.970,2013-10-25T18:43:15.273,,2684,2684,1,285.3,c#,Is it possible to Embed Gecko or Webkit in a Windows Form just like a WebView?,50
No,7,0,,9/24/09,100,26148,unknown,2011-09-15T15:44:58.403,2011-09-15T15:44:58.403,,1288,1975282,1,593.91,c#,Windows Service Increasing CPU Consumption,10
Yes,3,0,,10/30/12,100,26151,unknown,2015-09-02T04:27:29.357,2012-08-07T15:11:09.103,Konrad Rudolph,536086,2759,1,804.3,c++,Template typedefs - What's your work around?,10
Yes,9,0,,10/30/12,100,26196,unknown,2013-12-30T07:31:39.957,,,0,2470,1,896.45,c#,Filtering collections in C#,100
Yes,3,0,,5/7/10,100,26229,unknown,2010-04-23T21:44:33.657,2008-09-16T12:28:50.703,,1782,1782,1,188.53,c#,Visio and Forward-Engineering,10
Yes,5,0,,4/9/11,100,26233,unknown,2014-12-18T17:39:42.440,2008-09-12T21:14:12.817,,-1,2141,1,1729.44,c#,Fastest C# Code to Download a Web Page,10
Yes,7,0,,6/3/10,100,26305,unknown,2016-02-02T19:24:41.733,,,0,2644,1,7431.3,java,How can I play sound in Java?,100
Yes,6,0,,5/22/10,100,26323,unknown,2009-12-16T16:12:02.940,2009-12-10T03:04:53.723,Jerub,20938,2141,1,261.45,html,Regex to Parse Hyperlinks and Descriptions,10
Yes,5,0,,5/22/10,100,26354,unknown,2013-01-02T15:34:19.947,,,0,620435,1,118.96,c#,Print a barcode to a Intermec PB20 via the LinePrinter API,10
Yes,7,0,,10/25/12,100,26355,unknown,2010-11-18T13:53:44.193,2008-09-24T15:30:31.440,Oli,12870,636,1,133.35,c#,Compact Framework - Is there an MVC framework/library available?,10
Yes,1,0,,10/25/12,100,26362,unknown,2014-07-15T21:41:08.280,2013-11-20T07:37:01.557,,421372,822,1,3070.4,android,Using ItemizedOverlay and OverlayItem In Android Beta 0.9,10
Yes,8,0,,10/25/12,100,26369,unknown,2015-11-06T17:33:12.597,2012-08-07T11:08:21.070,Vaibhav,63550,2868,1,362.94,c#,What is the best way to store user settings for a .NET application?,10
Yes,6,0,,10/25/12,100,26393,unknown,2015-04-01T22:11:00.797,2008-08-25T22:51:07.867,Steve M,1693,1266,1,1120.41,jquery,What is a selector engine?,10
Yes,4,0,,1/5/10,100,26436,unknown,2014-04-10T19:51:39.943,2008-09-10T18:13:58.163,,-1,2494,1,679.66,c++,RSS Feed Library for (Unmanaged) C++,10
No,32,5,2012-04-25T18:25:58.567,1/5/10,100,26458,unknown,2013-11-26T05:36:13.523,2008-08-25T18:08:36.437,Mike Tomasello,265,2875,1,744.04,java,IDE for Swing,10
Yes,2,0,,12/30/11,100,26515,unknown,2009-03-06T16:51:49.370,2009-03-06T16:51:49.370,Iraimbilanja,0,2025,1,232.4,mysql,Using MySQLi - which is better for closing queries,10
Yes,2,0,,12/30/11,100,26522,unknown,2013-01-24T10:12:22.053,,,0,632,1,1262.88,c#,.NET Multi Dimensional Array Printing,10
Yes,3,0,,2/14/11,100,26547,unknown,2013-12-02T12:48:11.227,2013-12-02T12:48:11.227,,2432317,2644,1,1886.83,java,How to detect which blog API,10
Yes,6,0,,5/28/10,100,26570,unknown,2011-08-19T14:02:37.540,2008-09-09T14:55:47.807,Jakub Šturc,2361,1786,1,302.94,c#,sizeof() equivalent for reference types?,10
Yes,7,0,,5/28/10,100,26594,unknown,2014-06-17T13:13:13.717,,,0,2644,1,1056.86,java,Previewing HTML in Java,10
Yes,11,0,,6/28/10,100,26595,unknown,2015-05-01T13:44:49.390,,,0,156,1,6626.53,python,"Is there any difference between ""foo is None"" and ""foo == None""?",10
Yes,5,0,,3/1/11,100,26620,unknown,2015-10-16T06:04:45.917,2015-08-21T18:19:21.197,travis,3112243,2138,1,1259.58,jquery,How to set encoding in .getJSON JQuery,50
Yes,3,0,,3/1/11,100,26638,unknown,2010-01-03T08:29:54.477,2010-01-03T08:29:54.477,Andy Lester,222815,2644,1,379.08,java,What HTML parsing libraries do you recommend in Java,10
No,21,0,,2/27/12,100,26663,unknown,2015-12-06T01:47:15.087,2008-09-30T16:29:53.623,Shog9,811,2638,1,826.28,c++,What's your favorite profiling tool (for C++),10
Yes,2,0,,2/27/12,100,26706,unknown,2008-10-08T17:23:30.857,2008-10-08T17:23:30.857,Adam Bellaire,21632,1785,1,27.8,python,wxpython: How do I examine dragged data in OnDragOver?,10
Yes,4,0,,3/19/12,100,26719,unknown,2012-06-09T16:43:57.667,2009-04-25T11:25:06.007,,49246,1508,1,1463.52,c#,Internalize Class and Methods in .NET Assembly,10
Yes,2,0,,3/19/12,100,26732,unknown,2013-12-29T00:35:17.657,2013-12-29T00:35:17.657,McDowell,438154,0,1,5417.57,java,Invalid <url-pattern> servlet mapping in Tomcat 6.0,50
Yes,11,0,,3/19/12,1000,26733,unknown,2015-04-01T22:09:54.563,2014-09-30T12:20:32.847,Orion Edwards,809009,1782,1,5543.56,c#,Getting all types that implement an interface,100
No,4,0,,3/4/12,100,26743,unknown,2011-11-15T18:24:42.840,2011-11-15T18:24:42.840,Boaz,787016,2892,1,1933.4,c#,Proper name space managment in .NET XmlWriter,10
No,6,0,,3/9/12,100,26755,unknown,2012-12-02T05:53:38.370,2008-09-10T18:13:56.400,,-1,2463,1,1515.85,php,Favorite PHP Library,10
Yes,5,0,,3/9/12,100,26760,unknown,2013-06-13T13:55:07.653,,,0,31505,1,1007.92,c#,Parse string to TimeSpan,10
Yes,3,0,,1/5/10,100,26796,unknown,2009-02-09T13:48:50.613,,,0,1414,1,34.68,c#,ASP.Net: Using System.Web.UI.Control.ResolveUrl() in a shared/static function,10
Yes,15,0,,1/5/10,100,26809,unknown,2015-09-21T08:38:20.630,2009-02-10T21:16:58.773,,2191,2191,1,689.85,c#,What is the best way to deal with DBNull's,10
Yes,6,0,,4/21/12,100,26816,unknown,2009-06-10T14:30:01.890,2008-08-28T17:59:13.347,,1782,1782,1,743.52,c#,How to abort threads created with ThreadPool.QueueUserWorkItem,10
Yes,6,0,,6/17/09,100,26843,unknown,2015-09-21T03:02:00.450,2015-09-21T02:31:55.163,Nigel Campbell,4779472,2720,1,103.25,mysql,New Project : MySQL or SQL 2005 Express,10
Yes,5,0,,6/17/09,100,26857,unknown,2015-06-11T15:41:09.620,2008-08-25T21:00:10.130,Guy,1463,1463,1,3143.52,c#,How do you programmatically fill in a form and 'POST' a web page?,50
No,7,0,,6/13/12,100,26860,unknown,2014-03-03T22:08:44.833,,,0,1862,1,128.74,html,Limitations of screen readers,10
Yes,6,0,,7/16/12,100,26877,unknown,2014-07-06T20:50:59.463,2014-07-06T20:50:59.463,,661933,369,1,1359,c#,"Difference between wiring events with and without ""new""",10
Yes,10,0,,5/15/09,100,26903,unknown,2008-09-24T15:52:52.463,2008-09-24T15:52:52.463,Juan Manuel,1782,1782,1,3403.08,c#,How can you require a constructor with no parameters for types implementing an interface?,10
Yes,15,0,,5/15/09,100,26947,unknown,2015-01-22T17:41:33.627,2008-08-28T20:11:26.913,Mark Biek,305,2052,1,77.28,php,How to implement a web scraper in PHP?,50
Yes,7,0,,1/2/11,100,26984,unknown,2014-02-17T15:13:40.307,2011-08-07T19:01:05.623,,870840,2644,1,5695.68,java,What is the general rule of thumbs for creating an Exception in Java?,10
Yes,6,0,,1/2/11,100,27065,unknown,2016-01-29T08:49:08.050,,,0,1666,1,160.98,java,Tool to read and display Java .class versions,10
Yes,7,0,,1/2/11,100,27129,unknown,2013-08-22T18:34:23.990,2008-09-10T18:13:57.773,,-1,797,1,6743.52,java,Charting library for Java and .Net,10
Yes,3,0,,1/5/12,100,27153,unknown,2009-12-08T18:10:20.460,2009-12-08T18:10:20.460,Jason Z,2470,2470,1,2339.87,c#,Development resources for Mono on PS3,10
Yes,3,0,,1/23/09,100,27219,unknown,2015-12-16T08:40:24.030,2015-03-06T13:59:28.983,Jason,2641576,1293,1,123.12,html,Keeping key value pairs together in HTML <select/> with JQuery?,10
Yes,4,0,,12/24/11,100,27220,unknown,2012-06-20T21:27:00.190,2008-08-27T14:32:44.880,Konrad Rudolph,1968,2701,1,717.8,c++,How to convert std::string to LPCWSTR in C++ (Unicode),50
Yes,4,0,,11/20/12,100,27222,unknown,2010-11-29T11:47:18.827,2008-08-26T03:16:38.117,Eldila,889,889,1,175.5,html,DOM manipulation in PHP,10
Yes,5,0,,12/29/12,100,27240,unknown,2015-07-01T22:03:30.083,2015-07-01T22:03:30.083,SCdF,808804,1666,1,183.06,java,Why aren't Enumerations Iterable?,10
Yes,14,5,,1/31/10,1000,27242,unknown,2012-05-20T21:26:18.520,2012-02-10T17:14:13.793,Jim Robert,257493,2908,1,40.46,jquery,Where can I learn jQuery? Is it worth it?,10
Yes,2,0,,2/4/09,100,27247,unknown,2015-04-15T20:32:56.557,2015-04-15T20:32:56.557,Adam Haile,58074,2370764,1,680.56,c++,Could you recommend some guides about Epoll on Linux,10
Yes,11,0,,12/24/11,100,27253,unknown,2013-09-22T17:25:46.767,2010-04-21T19:39:30.220,Sklivvz,164901,2680,1,3788.82,c#,Is there any tool for reformatting C# code?,10
Yes,10,0,,2/27/10,100,27294,unknown,2008-09-16T14:37:22.517,2008-09-16T14:37:22.503,,1965,1965,1,14.62,c#,Abstract Factory Design Pattern,10
Yes,2,0,,2/27/10,100,27345,unknown,2009-01-30T07:46:10.423,,,0,412,1,3536.46,php,How do I install the php_gd2 extension in MAMP on a Mac?,10
Yes,16,0,,2/27/10,100,27381,unknown,2014-01-01T17:56:04.963,2012-06-13T16:26:24.137,Jim Robert,851273,2908,1,733.65,html,should websites expand on window resize?,10
Yes,11,0,,2/27/10,100,27435,unknown,2014-09-12T21:31:07.507,2010-03-12T23:43:04.457,Mark Biek,69742,1448,1,4441.2,mysql,MySQL vs PostgreSQL for Web Applications,50
Yes,7,0,,6/25/12,100,27442,unknown,2013-11-01T15:51:29.940,2008-08-27T01:30:41.997,Orion Edwards,234,1632,1,3538.72,mysql,Is there a rake task for backing up the data in your database?,10
Yes,2,0,,3/13/12,100,27455,unknown,2013-01-24T10:08:16.533,2008-08-26T05:48:41.403,Luke,327,327,1,202.4,c#,Does Mono support System.Drawing and System.Drawing.Printing?,10
Yes,13,0,,12/28/10,100,27492,unknown,2013-04-04T13:58:49.203,2008-09-02T01:53:41.350,Chris Hanson,714,2450,1,198.56,c++,C++ Memory management,10
Yes,4,0,,7/3/12,100,27532,unknown,2015-02-05T10:33:20.570,2012-10-19T22:17:06.423,,24874,85,1,47.97,java,Generating gradients programmatically?,10
Yes,5,0,,4/5/12,100,27567,unknown,2009-06-25T02:07:47.700,,,0,1662,1,173.43,python,Where can I learn more about PyPy's translation function?,10
Yes,7,0,,4/5/12,100,27570,unknown,2012-09-24T12:09:57.067,2008-08-26T08:48:28.430,Espo,2257,2257,1,81.64,c#,Find number of files in all subdirectories,10
Yes,3,0,,7/24/09,100,27572,unknown,2011-12-15T16:21:32.910,,,0,2844,1,988.6,java,"JavaServiceWrapper on 64bit linux, any problems?",10
Yes,15,0,,7/18/11,100,27578,unknown,2015-10-16T10:06:18.580,2010-10-08T17:43:46.600,,19750,797,1,251.79,java,When to choose checked and unchecked exceptions,10
Yes,11,0,,4/15/10,1000,27581,unknown,2015-07-29T19:23:43.410,2014-08-11T19:02:45.990,,16587,797,1,369.9,java,What issues should be considered when overriding equals and hashCode in Java?,100
Yes,7,0,,6/15/10,100,27598,unknown,2014-12-08T10:01:13.227,2009-02-03T11:00:33.070,Cheekysoft,1820,2937,1,10.01,java,"How can I make ""jconsole"" work with Websphere 6.1?",10
Yes,6,0,,3/15/11,100,27599,unknown,2012-11-20T09:06:40.703,2008-09-15T15:37:01.743,James Burgess,2951,2951,1,176.76,php,'Reliable' SMS Unicode & GSM Encoding in PHP,10
No,8,0,,3/15/11,100,27607,unknown,2012-05-25T16:08:05.563,,,0,2150,1,422.43,c++,Is this code an abuse of STL's find_if?,10
Yes,5,0,,3/15/11,100,27610,unknown,2016-01-27T10:36:57.383,2014-03-07T08:32:29.887,Daren Thomas,2260,2260,1,267.84,c#,How to add (simple) tracing in C#?,50
Yes,4,0,,12/6/09,100,27640,unknown,2012-06-06T11:39:59.603,,,0,2958,1,542.94,c++,Integrating Qt into legacy MFC applications,10
No,3,0,,12/6/09,100,27643,unknown,2013-06-11T14:29:42.317,2008-08-27T04:43:22.143,David Harrison,2966,2966,1,168.48,css,Is there a library for rendering basic flow diagrams in Javascript/CSS?,10
Yes,2,0,,7/22/10,100,27674,unknown,2011-07-10T02:28:00.923,2009-08-30T20:53:30.023,Yaakov Ellis,34397,2457,1,286.86,c#,Dynamic top down list of controls in WindowsForms and C#?,10
Yes,5,0,,6/25/10,100,27700,unknown,2009-04-08T19:33:06.813,2009-04-08T19:33:06.813,,49018,1578,1,27599.54,c++,C++ : Opening a file in non exclusive mode,10
No,5,0,,6/25/10,100,27711,unknown,2013-01-21T16:26:48.607,2013-01-21T16:26:48.607,Farinha,79485,2841,1,2008.51,c#,Total row count in GridView control using LinqDataSource and paging,10
Yes,3,0,,6/25/10,100,27726,unknown,2012-12-04T08:41:08.557,2012-12-04T08:41:08.557,,1136709,2993,1,719.57,c#,What are some instances in which expression trees are useful?,10
Yes,2,0,,10/8/11,100,27742,unknown,2014-05-04T21:54:11.893,2014-05-04T21:54:11.893,,1537726,2973,1,611.83,c#,Finding the crash dump files for a C# app,10
Yes,5,0,,9/7/10,100,27757,unknown,2015-02-06T18:31:27.450,2014-09-05T07:07:31.093,,419956,1006,1,747.56,c#,"How can I discover the ""path"" of an embedded resource?",50
Yes,7,0,,1/22/12,100,27779,unknown,2012-07-18T07:03:26.863,,,0,1075,1,1569.6,c++,MFC resources / links,10
Yes,8,0,,1/22/12,100,27835,unknown,2015-01-11T10:34:45.060,2008-10-08T22:29:32.143,Nigel Campbell,15401,2077,1,360.45,mysql,Does MS-SQL support in-memory tables?,10
No,8,0,,4/5/12,100,27857,unknown,2013-12-11T06:09:55.800,2012-04-26T03:01:42.730,David,1332690,3006,1,194.4,c++,c/c++ source code visualization?,10
Yes,1,0,,12/12/09,100,27889,unknown,2013-12-02T12:50:12.490,2013-12-02T12:50:12.490,,2432317,2993,1,5780.18,c#,How to get SpecUnit to run within a TeamCity CI build,10
Yes,6,0,,3/23/12,100,27983,unknown,2015-07-13T13:15:49.653,2011-04-26T23:28:35.010,,135152,1477,1,3992.34,mysql,SQL Group By with an Order By,100
Yes,6,0,,9/13/11,100,27998,unknown,2015-02-03T10:30:57.460,2012-04-26T01:59:40.010,Adam Haile,1332690,194,1,3869.55,c++,Exporting a C++ class from a DLL,10
Yes,9,0,,9/5/12,1000,28002,unknown,2015-12-25T16:31:23.353,2014-05-15T15:15:29.143,,46642,1821,1,1141.92,c++,Regular cast vs. static_cast vs. dynamic_cast,100
No,6,0,,8/21/10,100,28080,unknown,2014-03-29T15:05:37.030,2013-10-17T04:50:35.150,Jay Bazuzi,60075,2638,1,209.4,c++,How bad is dynamic casting?,10
Yes,3,0,,10/26/12,100,28092,unknown,2009-09-27T22:35:40.887,,,0,3047,1,880.74,c#,WPF Listbox style with a button,10
Yes,21,0,,10/6/10,100,28098,unknown,2015-10-28T12:47:43.430,2014-02-02T10:10:29.893,,63550,2680,1,179.76,php,ToString() equivalent in PHP,100
Yes,8,0,,3/13/10,100,28124,unknown,2008-11-28T19:02:14.103,,,0,3056,1,927.92,c++,calculating user defined formulas (with c++),10
Yes,12,5,,5/25/11,100,28160,unknown,2015-01-07T14:33:45.183,2012-04-26T01:14:46.407,,1332690,1881,1,12824.1,c++,Multiple classes in a header file vs. a single header file per class,10
Yes,3,0,,5/9/11,100,28165,unknown,2012-10-29T21:02:13.727,2012-10-29T21:02:13.727,Mark Biek,321731,305,1,28.8,python,Does PHP have an equivalent to this type of Python string substitution?,10
Yes,6,0,,5/9/11,100,28196,unknown,2013-06-25T20:07:13.877,2013-06-25T20:07:13.877,,426671,1011,1,114.54,mysql,How to select posts with specific tags/categories in WordPress,10
Yes,7,0,,1/18/10,100,28202,unknown,2011-01-26T00:39:49.010,2010-08-03T00:50:19.300,,18196,2644,1,146.93,java,Best Apache Ant Template,10
Yes,7,0,,12/12/09,100,28212,unknown,2015-10-08T07:43:18.117,2015-10-08T07:39:18.417,,67579,1421,1,68.48,c++,How can I convert types in C++?,10
Yes,7,0,,12/12/09,100,28241,unknown,2012-03-12T01:44:29.530,2012-03-12T01:44:29.530,,1288,0,1,10907.77,java,Java Singleton vs static - is there a real performance benefit?,10
No,5,0,,12/12/09,100,28261,unknown,2015-10-29T06:22:05.907,,,0,2957,1,15695.77,c++,Exception analysis tool for C++,10
Yes,7,0,,12/12/09,100,28301,unknown,2013-05-18T01:24:35.683,,,0,3071,1,1567.92,java,Impose a total ordering on all instances of *any* class in Java,10
Yes,6,0,,1/22/10,100,28369,unknown,2012-11-03T18:04:37.997,2008-09-07T01:44:49.767,dF,3002,3002,1,2735.52,python,"Is ""safe_eval"" really safe?",10
Yes,15,0,,1/22/10,100,28380,unknown,2015-03-31T12:21:22.847,2012-06-30T11:22:22.727,,750613,1281,1,61.46,android,Proxy which requires authentication with Android Emulator,50
Yes,7,0,,1/22/10,100,28395,unknown,2016-02-26T16:46:47.970,2016-02-26T16:46:47.970,Ross,4306076,2863,1,910.1,php,Passing $_POST values with cURL,50
Yes,2,0,,12/9/12,100,28428,unknown,2014-01-30T07:15:06.890,2014-01-30T07:15:06.890,,1737819,1288,1,883.5,java,How do I get the path where the user installed my Java application?,10
Yes,3,0,,8/28/09,100,28529,unknown,2008-08-27T11:24:16.923,2008-08-26T16:44:08.020,travis,1414,1403,1,524.75,jquery,How would you handle errors when using jQuery.ajax()?,10
Yes,4,0,,11/4/12,100,28538,unknown,2012-05-02T12:19:34.147,2012-05-02T12:19:34.147,horace,1145792,2887,1,6709.79,java,Java import/export dependencies,10
Yes,7,0,,7/20/10,100,28559,unknown,2009-01-13T21:27:28.583,2009-01-13T21:27:28.583,Ben Blank,46387,116,1,129.48,python,Most Pythonic way equivalent for: while ((x = next()) != END),10
Yes,4,0,,7/20/10,100,28577,unknown,2011-11-28T03:37:39.813,2011-11-28T03:37:39.813,,148,2972,1,3401.73,c#,Globalization architecture,10
Yes,15,0,,11/15/11,100,28605,unknown,2012-04-27T08:04:43.927,2009-06-06T13:12:50.807,sparkes,356,356,1,73.32,c++,C on Visual Studio,10
No,3,0,,3/22/09,100,28607,unknown,2008-09-22T13:26:44.593,2008-09-22T02:13:37.597,Jason Etheridge,2193,2313,1,2439.68,c#,Why do my exception stack traces always point to the last method line?,10
Yes,15,5,,10/13/10,1000,28637,unknown,2016-01-04T22:19:10.913,2011-12-21T20:36:54.543,,63550,2469,1,233.64,c#,Is DateTime.Now the best way to measure a function's performance?,10
Yes,7,0,,10/1/12,100,28642,unknown,2015-09-06T13:40:05.963,2015-09-06T13:03:44.663,Chris,2002471,1212,1,10199.84,c#,Finding controls that use a certain interface in ASP.NET,10
Yes,4,0,,10/1/12,100,28654,unknown,2015-11-20T11:37:58.943,2015-11-20T11:37:58.943,Kievia,3218692,1076,1,234.63,c#,Debugging Web Service with SOAP Packet,10
Yes,3,0,,7/10/11,100,28668,unknown,2009-06-24T17:37:14.203,2008-09-12T17:49:10.173,steveth45,1892,1892,1,5879.7,python,Best way to extract data from a FileMaker Pro database in a script?,10
Yes,6,0,,8/28/10,100,28675,unknown,2014-02-22T21:38:25.853,2014-02-22T21:38:25.853,,772385,2612,1,413.82,java,How to avoid OutOfMemoryError when using Bytebuffers and NIO?,10
No,6,0,,8/28/10,100,28708,unknown,2008-08-28T07:53:43.473,,,0,1975282,1,139.44,c#,Process.StartTime Access Denied,10
Yes,12,0,,6/17/11,100,28713,unknown,2016-01-14T19:20:11.727,2008-08-27T04:44:26.417,Erik &#214;jebo,276,276,1,87.6,html,Is there a simple way to make html textarea and input type text equally wide?,10
Yes,7,0,,6/17/11,100,28716,unknown,2015-06-20T21:50:57.320,2012-04-01T08:56:25.747,Orion Edwards,1219121,2633,1,940.72,php,Which PHP opcode cacher should I use to improve performance?,10
Yes,9,0,,3/24/11,100,28756,unknown,2013-01-03T13:39:32.550,2008-08-26T18:12:37.043,Konrad Rudolph,1968,2993,1,2900.94,c#,The best way to get a count of IEnumerable<T>,10
Yes,5,0,,2/26/10,100,28768,unknown,2008-08-28T14:07:45.460,2008-08-28T14:07:45.460,Brad Barker,12081,12081,1,219.12,c#,Simple Object to Database Product,10
Yes,7,0,,11/23/10,100,28796,unknown,2016-01-11T13:03:03.480,2008-08-26T19:45:53.497,sasb,52,2900,1,192.6,python,What refactoring tools do you use for Python?,10
Yes,3,0,,11/23/10,100,28832,unknown,2014-02-08T19:03:58.983,2014-02-08T19:03:58.983,Iker,321731,2697,1,126.4,java,Java and manually executing finalize,10
No,14,0,2009-08-18T15:42:02.393,6/8/12,100,28858,unknown,2014-08-05T13:53:26.383,2009-08-18T15:42:02.393,Adam Haile,3055,3055,1,696.96,c#,Coolest C# LINQ/Lambdas trick you've ever pulled?,10
No,4,0,,6/8/12,100,28878,unknown,2012-12-18T12:57:01.050,2011-08-15T11:40:19.133,,328193,2601,1,1487.38,php,Determine Parent Node Of DOMElement,10
Yes,10,0,,8/4/12,100,28896,unknown,2010-05-20T22:19:37.000,2009-02-24T18:23:59.887,Scottie T,6688,1782,1,79.2,c#,Datatypes for physics,10
Yes,8,0,,5/30/11,100,28949,unknown,2013-10-16T10:43:45.660,,,0,572,1,1834.94,java,Why do you not explicitly call finalize() or start the garbage collector?,10
Yes,3,0,,11/25/09,100,28961,unknown,2015-11-02T06:26:22.957,2009-03-27T02:58:15.000,Joe Koberg,76310,3117,1,251.84,python,What's the best way to use web services in python?,10
Yes,4,0,,2/14/12,100,29141,unknown,2011-02-02T15:42:32.170,2008-08-27T16:25:51.627,Chad Boyer,3135,3135,1,4443.12,c#,"Using Interop with C#, Excel Save changing original. How to negate this?",10
Yes,8,0,,2/14/12,100,29155,unknown,2015-12-17T09:31:15.903,2011-09-30T15:09:46.403,Drew Noakes,854965,2993,1,785.07,c#,What are the differences between delegates and events?,50
Yes,4,0,,4/15/12,100,29157,unknown,2013-07-25T15:25:56.450,2008-12-02T15:50:18.653,Simon,15371,2543,1,989.85,c#,How do I make a PictureBox use Nearest Neighbor resampling?,10
Yes,10,0,,4/15/12,100,29174,unknown,2014-04-01T13:43:12.620,2008-08-27T16:06:13.767,Tyler,2363,2363,1,2807.82,jquery,SimpleModal breaks ASP.Net Postbacks,10
Yes,7,0,2010-09-14T14:38:51.357,3/12/10,100,29242,unknown,2013-09-27T09:13:22.007,2013-04-12T18:57:52.813,Kristopher Johnson,1175,1175,1,47.97,c++,Off-the-Shelf C++ Hex Dump Code,10
Yes,3,0,,3/12/10,100,29243,unknown,2012-10-29T21:12:59.370,2012-10-29T21:12:59.370,mmattax,321731,1638,1,98.91,python,How do I create an xml document in python,10
Yes,7,0,,3/9/11,100,29244,unknown,2016-01-14T19:49:25.940,2014-07-08T11:27:57.347,Orion Edwards,3326275,234,1,527.67,html,HTML Select Tag with black background - dropdown triangle is invisible in Firefox 3,10
Yes,6,0,,3/9/11,100,29284,unknown,2016-03-04T15:51:34.707,2016-03-04T15:51:34.707,Mart&#237;n Marconcini,996815,2684,1,185.82,c#,Windows Vista: Unable to load DLL 'x.dll': Invalid access to memory location. (DllNotFoundException),10
Yes,7,0,,8/4/12,100,29324,unknown,2015-12-23T10:26:37.090,2015-05-07T17:34:15.663,Dave L.,3924118,145,1,86.4,java,How do I create a hash table in Java?,10
No,5,0,,5/6/11,100,29346,unknown,2012-08-10T12:29:41.407,2012-08-10T10:34:16.610,,298479,493,1,65.32,c#,Access files from network share in c# web app,10
No,8,0,,12/23/10,100,29357,unknown,2009-07-07T08:48:39.290,2008-08-27T03:32:06.823,jtyost2,657,657,1,11249.75,java,Security For Voting Application,10
Yes,9,0,,11/8/10,100,29383,unknown,2015-11-16T14:28:18.800,,,0,2147,1,377.44,c++,Converting bool to text in C++,50
Yes,12,0,,10/21/12,100,29426,unknown,2012-06-10T23:23:39.830,,,0,2612,1,297.92,java,Best GUI designer for eclipse?,100
Yes,4,0,,1/1/11,100,29436,unknown,2008-09-24T15:27:31.150,2008-09-24T15:27:31.150,Oli,12870,636,1,59.8,c#,Compact Framework - how do I dynamically create type with no default constructor?,10
